name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Bonalu,spotify:track:34HhpTtExayBxWj9vQjTDw,0.545,0.97,4,-0.985,0.373,0.105,0.0,0.449,0.469,78.856,251250,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'followers': {'href': None, 'total': 604331}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f83c2d7e01bdf4443b881532', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f83c2d7e01bdf4443b881532', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f83c2d7e01bdf4443b881532', 'width': 64}], 'name': 'Rahul Sipligunj', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}",Rahul Sipligunj,62,"Bonalu (From ""Ismart Shankar"")",44,Telugu Party Time,Party,te,3,54.43473333516616,27.882735281928063,92.73947680642493,8.97257135713982
Paala Pitta,spotify:track:6hbdCd5WPh4OJArDKMUZo9,0.875,0.671,10,-6.317,0.202,0.65,4.88e-05,0.0657,0.738,100.09,199800,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'followers': {'href': None, 'total': 604331}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f83c2d7e01bdf4443b881532', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f83c2d7e01bdf4443b881532', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f83c2d7e01bdf4443b881532', 'width': 64}], 'name': 'Rahul Sipligunj', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}",Rahul Sipligunj,62,Maharshi,31,Telugu Party Time,Party,te,1,32.87013874556251,6.073589467517478,71.30274324911328,15.017768588426163
Glassmates,spotify:track:2V06e3XvyeyjfzK1rCljVG,0.62,0.835,1,-3.283,0.264,0.405,0.0,0.052,0.802,76.203,214553,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'followers': {'href': None, 'total': 604331}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f83c2d7e01bdf4443b881532', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f83c2d7e01bdf4443b881532', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f83c2d7e01bdf4443b881532', 'width': 64}], 'name': 'Rahul Sipligunj', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}",Rahul Sipligunj,62,Chitralahari (Original Motion Picture Soundtrack),41,Telugu Party Time,Party,te,3,56.87228376065482,30.132811051309623,95.26389101386818,9.820820004254715
Rechipodham,spotify:track:5TTOfrbiEJslfTRnLFGJXV,0.787,0.896,1,-6.781,0.0749,0.293,7.65e-05,0.0413,0.961,93.965,224840,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1C7kjT2jleM2qNGK97amtW'}, 'followers': {'href': None, 'total': 48403}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1C7kjT2jleM2qNGK97amtW', 'id': '1C7kjT2jleM2qNGK97amtW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27305d2a6a80d432813a757ca52', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0205d2a6a80d432813a757ca52', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485105d2a6a80d432813a757ca52', 'width': 64}], 'name': 'David Simon', 'popularity': 38, 'type': 'artist', 'uri': 'spotify:artist:1C7kjT2jleM2qNGK97amtW'}",David Simon,38,F2,32,Telugu Party Time,Party,te,3,38.98820019857706,12.179781636391382,77.4240121167116,8.888207012319441
Chitike,spotify:track:3vrcXIv9dclJYfpo5JshOp,0.652,0.922,8,-3.145,0.315,0.514,4.23e-06,0.041,0.656,159.378,240000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,Gang (Telugu) [Original Motion Picture Soundtrack],35,Telugu Party Time,Party,te,2,26.717722996545998,53.36304354743555,12.678232605717502,74.38367389736241
Swing Zara,spotify:track:1SJOGijQV7cRrfLstfZHzE,0.514,0.86,2,-4.706,0.148,0.455,0.00236,0.24,0.495,88.719,261387,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4E5oyNFcB3uXLkLdjYmP9Z'}, 'followers': {'href': None, 'total': 414689}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4E5oyNFcB3uXLkLdjYmP9Z', 'id': '4E5oyNFcB3uXLkLdjYmP9Z', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1f8b2e952c3cb116417bc5d7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741f8b2e952c3cb116417bc5d7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781f8b2e952c3cb116417bc5d7', 'width': 160}], 'name': 'Neha Bhasin', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:4E5oyNFcB3uXLkLdjYmP9Z'}",Neha Bhasin,52,"Swing Zara (From ""Jai Lava Kusa"")",47,Telugu Party Time,Party,te,3,44.29338695856916,17.53684845862329,82.70460727726488,4.497945873300346
One & Two & Three,spotify:track:3GjAUqUCRrZe9k8eqD6hi3,0.629,0.824,5,-4.444,0.0404,0.017,0.000137,0.185,0.925,92.028,127493,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/66PGnr0hE7ZIcWir6IwitB'}, 'followers': {'href': None, 'total': 177543}, 'genres': ['filmi', 'tamil pop', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/66PGnr0hE7ZIcWir6IwitB', 'id': '66PGnr0hE7ZIcWir6IwitB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1bd321ac4d233a1a6438589c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741bd321ac4d233a1a6438589c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781bd321ac4d233a1a6438589c', 'width': 160}], 'name': 'Sooraj Santhosh', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:66PGnr0hE7ZIcWir6IwitB'}",Sooraj Santhosh,54,S/O Satyamurthy (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,3,41.007544537389464,14.300721988288291,79.40775524608522,7.538417661068977
Lover Also Fighter Also,spotify:track:68VAOfblXRWiDkeq1jKV3Q,0.604,0.657,2,-6.688,0.0803,0.0716,0.0041,0.135,0.589,196.082,240612,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4xd7mLI7urqrxELaXhAvzw'}, 'followers': {'href': None, 'total': 373257}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4xd7mLI7urqrxELaXhAvzw', 'id': '4xd7mLI7urqrxELaXhAvzw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5567cc4586d365f1356ac965', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745567cc4586d365f1356ac965', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785567cc4586d365f1356ac965', 'width': 160}], 'name': 'Shekhar Ravjiani', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:4xd7mLI7urqrxELaXhAvzw'}",Shekhar Ravjiani,63,Naa Peru Surya Naa Illu India (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,2,63.134198843062805,89.94590888796625,24.703997886570043,110.9683976837824
Blockbuster,spotify:track:37S2kL71k5LOmGxzJ7JLzE,0.771,0.917,8,-7.103,0.0979,0.772,0.0447,0.204,0.696,82.002,304988,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy'}, 'followers': {'href': None, 'total': 12148054}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0oOet2f43PA68X5RxKobEy', 'id': '0oOet2f43PA68X5RxKobEy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3fe1b3ee6caedd21d2a6b85', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3fe1b3ee6caedd21d2a6b85', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3fe1b3ee6caedd21d2a6b85', 'width': 160}], 'name': 'Shreya Ghoshal', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:0oOet2f43PA68X5RxKobEy'}",Shreya Ghoshal,77,Sarrainodu,49,Telugu Party Time,Party,te,3,50.95000686107609,24.1427262864919,89.38543466297881,3.1679255042961283
Hulala,spotify:track:5gqJBYwrpYcFtQ2TW8sokT,0.751,0.8,3,-4.989,0.0395,0.329,1.88e-06,0.303,0.585,128.001,223253,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7w4ACCsPEsD4KTxUNPXftc'}, 'followers': {'href': None, 'total': 45584}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/7w4ACCsPEsD4KTxUNPXftc', 'id': '7w4ACCsPEsD4KTxUNPXftc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dac8a52d689fb8b3ef7649f8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dac8a52d689fb8b3ef7649f8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dac8a52d689fb8b3ef7649f8', 'width': 64}], 'name': 'Sweekar Agasthi', 'popularity': 39, 'type': 'artist', 'uri': 'spotify:artist:7w4ACCsPEsD4KTxUNPXftc'}",Sweekar Agasthi,39,Express Raja (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,0,5.361960101560859,21.933615198589376,43.441860545633105,42.95243532255478
Reddy Ikkada Soodu,spotify:track:0AC0O74oBjVfCp0SHr3kQ6,0.745,0.877,8,-5.236,0.085,0.171,1.9e-05,0.24,0.547,104.955,244428,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6wa1AsxB9oJP7lwNSmbcYx'}, 'followers': {'href': None, 'total': 919601}, 'genres': ['bhangra', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6wa1AsxB9oJP7lwNSmbcYx', 'id': '6wa1AsxB9oJP7lwNSmbcYx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5a2c374361fb255c0768c9e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745a2c374361fb255c0768c9e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785a2c374361fb255c0768c9e4', 'width': 160}], 'name': 'Daler Mehndi', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:6wa1AsxB9oJP7lwNSmbcYx'}",Daler Mehndi,55,Aravindha Sametha,46,Telugu Party Time,Party,te,1,28.054664252754318,1.919183974496513,66.46092413575025,19.959126051699783
Apple Beauty,spotify:track:2o6DT527sOB7r20jVlyhzJ,0.879,0.825,9,-3.2,0.0427,0.0366,3.34e-06,0.0706,0.895,122.026,231363,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2pVurQy6iuWWx707gilSdX'}, 'followers': {'href': None, 'total': 158175}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/2pVurQy6iuWWx707gilSdX', 'id': '2pVurQy6iuWWx707gilSdX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe82749f7f54d0c8b3c4d33e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe82749f7f54d0c8b3c4d33e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe82749f7f54d0c8b3c4d33e', 'width': 160}], 'name': 'Yazin Nizar', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:2pVurQy6iuWWx707gilSdX'}",Yazin Nizar,57,Janatha Garage,43,Telugu Party Time,Party,te,0,11.59319555071999,16.28331027385801,49.52554063725786,37.15216177413368
Ammadu Let's Do Kummudu,spotify:track:4jy2ORlpTbFqI07KO3LgWI,0.537,0.952,9,-4.92,0.101,0.0917,0.0526,0.066,0.773,95.017,208158,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5sSzCxHtgL82pYDvx2QyEU'}, 'followers': {'href': None, 'total': 5130584}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/5sSzCxHtgL82pYDvx2QyEU', 'id': '5sSzCxHtgL82pYDvx2QyEU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae16bbb67ebe5b65d00875b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae16bbb67ebe5b65d00875b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae16bbb67ebe5b65d00875b5', 'width': 160}], 'name': 'Devi Sri Prasad', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:5sSzCxHtgL82pYDvx2QyEU'}",Devi Sri Prasad,68,Khaidi No 150,42,Telugu Party Time,Party,te,3,37.99493265127245,11.274173448496331,76.40440971063485,10.218351872230325
"Bombhaat - From ""LIE""",spotify:track:3dpG9UvGYjcQX7SPiLYSW7,0.836,0.822,1,-4.745,0.172,0.235,0.0,0.123,0.322,97.024,243711,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3AMxH9QIPZbK8ND8C9j4Ss'}, 'followers': {'href': None, 'total': 2522763}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/3AMxH9QIPZbK8ND8C9j4Ss', 'id': '3AMxH9QIPZbK8ND8C9j4Ss', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27318df1204b0fad33fa7afe5fd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0218df1204b0fad33fa7afe5fd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485118df1204b0fad33fa7afe5fd', 'width': 64}], 'name': 'Mani Sharma', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:3AMxH9QIPZbK8ND8C9j4Ss'}",Mani Sharma,57,"Bombhaat (From ""LIE"")",0,Telugu Party Time,Party,te,1,36.00127233136867,9.331870864211444,74.4035772296013,12.205282882019842
Family Party,spotify:track:2cOBMRGCQ3Qi7gHrTELdHn,0.836,0.96,0,-5.103,0.0752,0.119,0.002,0.111,0.95,134.965,240626,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/65jsdEMz2d1jbIECHqAhFr'}, 'followers': {'href': None, 'total': 277496}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/65jsdEMz2d1jbIECHqAhFr', 'id': '65jsdEMz2d1jbIECHqAhFr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1c17b71a15256a3541054499', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741c17b71a15256a3541054499', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781c17b71a15256a3541054499', 'width': 160}], 'name': 'Jaspreet Jasz', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:65jsdEMz2d1jbIECHqAhFr'}",Jaspreet Jasz,47,MCA,40,Telugu Party Time,Party,te,0,2.8547840622951237,28.87884007440425,36.486987154013676,49.90555454248087
24/7 Party,spotify:track:2BFQktGUYLKjkaK9Xed1Rm,0.799,0.876,2,-6.469,0.206,0.0902,0.0,0.308,0.745,127.945,221381,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2pVurQy6iuWWx707gilSdX'}, 'followers': {'href': None, 'total': 158175}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/2pVurQy6iuWWx707gilSdX', 'id': '2pVurQy6iuWWx707gilSdX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe82749f7f54d0c8b3c4d33e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe82749f7f54d0c8b3c4d33e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe82749f7f54d0c8b3c4d33e', 'width': 160}], 'name': 'Yazin Nizar', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:2pVurQy6iuWWx707gilSdX'}",Yazin Nizar,57,Express Raja (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,0,5.055623791943195,21.813420567593763,43.45014379745956,42.84196692213648
Ganapathi Bappa,spotify:track:6OgfQTicEzsUqFUG6iWHJ7,0.743,0.917,5,-3.076,0.0947,0.0178,0.000563,0.344,0.891,113.938,208781,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eMFGgGDh5iXU1POAK0cpe'}, 'followers': {'href': None, 'total': 68381}, 'genres': ['filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6eMFGgGDh5iXU1POAK0cpe', 'id': '6eMFGgGDh5iXU1POAK0cpe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f7e7d14e0080c86724fb28b6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f7e7d14e0080c86724fb28b6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f7e7d14e0080c86724fb28b6', 'width': 64}], 'name': 'Suraj Jagan', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:6eMFGgGDh5iXU1POAK0cpe'}",Suraj Jagan,50,Idharammayilatho (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,1,19.42922165894771,8.627770523713123,57.59878479478159,29.14963383910135
Time to Party,spotify:track:6At33dgu65HY1hcbHIHeSC,0.91,0.911,5,-4.165,0.0998,0.298,0.000829,0.0543,0.928,129.983,269111,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1C7kjT2jleM2qNGK97amtW'}, 'followers': {'href': None, 'total': 48403}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1C7kjT2jleM2qNGK97amtW', 'id': '1C7kjT2jleM2qNGK97amtW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27305d2a6a80d432813a757ca52', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0205d2a6a80d432813a757ca52', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485105d2a6a80d432813a757ca52', 'width': 64}], 'name': 'David Simon', 'popularity': 38, 'type': 'artist', 'uri': 'spotify:artist:1C7kjT2jleM2qNGK97amtW'}",David Simon,38,Attarrintiki Daaredi (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,0,4.1650417864502725,23.98792193425718,41.5180389584743,44.98623849740314
Come To The Party,spotify:track:573LKvxZqtuD009eUcG1BR,0.697,0.861,9,-4.998,0.243,0.248,4.32e-05,0.347,0.774,169.904,240923,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4iA6bUhiZyvRKJf4FNVX39'}, 'followers': {'href': None, 'total': 2232823}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/4iA6bUhiZyvRKJf4FNVX39', 'id': '4iA6bUhiZyvRKJf4FNVX39', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd9861f139278c57ca97f0be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd9861f139278c57ca97f0be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd9861f139278c57ca97f0be', 'width': 160}], 'name': 'Vijay Prakash', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4iA6bUhiZyvRKJf4FNVX39'}",Vijay Prakash,62,Son Of Satyamurthy,43,Telugu Party Time,Party,te,2,37.01277984795815,63.791621731531684,2.6819255124245798,84.82233428165017
Iraga Iraga,spotify:track:6Zik19tMLPOaY5NHOGbhQj,0.698,0.988,2,-6.001,0.165,0.435,0.0148,0.133,0.288,168.101,242619,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'followers': {'href': None, 'total': 604331}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f83c2d7e01bdf4443b881532', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f83c2d7e01bdf4443b881532', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f83c2d7e01bdf4443b881532', 'width': 64}], 'name': 'Rahul Sipligunj', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}",Rahul Sipligunj,62,Naa Peru Surya Naa Illu India (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,2,35.1698285912499,61.97017606696398,3.5246547850347607,82.99735536053686
Laila O Lailaa,spotify:track:4S4aK9Fc9gfJ3uSE9kyoB8,0.795,0.876,10,-7.798,0.0895,0.321,0.425,0.231,0.81,137.035,273008,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a'}, 'followers': {'href': None, 'total': 5016302}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1SJOL9HJ08YOn92lFcYf8a', 'id': '1SJOL9HJ08YOn92lFcYf8a', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3f27a828c24d73cf0427e2e7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743f27a828c24d73cf0427e2e7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783f27a828c24d73cf0427e2e7', 'width': 160}], 'name': 'Shankar Mahadevan', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:1SJOL9HJ08YOn92lFcYf8a'}",Shankar Mahadevan,69,Naayak,39,Telugu Party Time,Party,te,0,4.18681953753195,30.921288738519582,34.36162695738899,51.92378087082184
Tring Tring,spotify:track:6e6JTOc1GbdRWCirQ3OBRq,0.762,0.786,7,-4.215,0.0579,0.00663,0.0181,0.0899,0.73,144.997,260588,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/65jsdEMz2d1jbIECHqAhFr'}, 'followers': {'href': None, 'total': 277496}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/65jsdEMz2d1jbIECHqAhFr', 'id': '65jsdEMz2d1jbIECHqAhFr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1c17b71a15256a3541054499', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741c17b71a15256a3541054499', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781c17b71a15256a3541054499', 'width': 160}], 'name': 'Jaspreet Jasz', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:65jsdEMz2d1jbIECHqAhFr'}",Jaspreet Jasz,47,Jai Lava Kusa,42,Telugu Party Time,Party,te,0,12.382936121673751,38.94335179046113,26.561836185417103,59.9669741545105
Bang Bang Bangkok,spotify:track:5Eafns5qyPzrHCPQl7R24b,0.935,0.803,8,-5.3,0.109,0.218,0.000161,0.139,0.936,123.98,210803,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5sSzCxHtgL82pYDvx2QyEU'}, 'followers': {'href': None, 'total': 5130584}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/5sSzCxHtgL82pYDvx2QyEU', 'id': '5sSzCxHtgL82pYDvx2QyEU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae16bbb67ebe5b65d00875b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae16bbb67ebe5b65d00875b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae16bbb67ebe5b65d00875b5', 'width': 160}], 'name': 'Devi Sri Prasad', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:5sSzCxHtgL82pYDvx2QyEU'}",Devi Sri Prasad,68,Kumari 21 F (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,0,9.151091726272545,17.906078045307293,47.44769614315033,38.92441273537375
